Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),Order_Pickup_Time,Delivery_Distance (m),Ordered_month,Ordered_year,Ordered_time (mins),Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam ,Road_traffic_density_Low ,Road_traffic_density_Medium ,Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_Yes ,City_Semi-Urban ,City_Urban 
29.0,4.9,2.0,0.0,21,15.0,4658.001279265391,3,2022,1170,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
22.0,4.7,0.0,1.0,30,5.0,13973.037056670602,3,2022,1095,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
34.0,3.8,1.0,1.0,36,10.0,19362.825446415227,4,2022,1125,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
23.0,4.8,0.0,0.0,25,10.0,7562.817690072299,3,2022,1050,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
27.0,4.7,1.0,0.0,16,10.0,16647.306920122766,2,2022,1100,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
31.0,4.1,2.0,0.0,33,5.0,6209.485214483088,3,2022,755,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
29.0,4.6,1.0,1.0,16,15.0,6128.5012141622465,4,2022,915,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
29.0,5.0,1.0,0.0,11,10.0,4657.13301884333,3,2022,1160,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
39.0,5.0,0.0,1.0,25,15.0,6210.0304771350875,3,2022,780,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35.0,4.7,1.0,1.0,30,15.0,3059.7099613184355,3,2022,675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,4.6,1.0,0.0,21,5.0,5958.965689667193,3,2022,915,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
21.0,4.6,1.0,0.0,15,10.0,4717.601092054723,3,2022,1105,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
39.0,4.5,0.0,1.0,20,10.0,2979.5274703846244,3,2022,635,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
37.0,4.6,1.0,1.0,26,15.0,4561.223681551846,3,2022,1365,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
27.0,4.6,1.0,0.0,24,10.0,13583.302501334016,3,2022,1080,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
26.0,4.6,1.0,1.0,28,15.0,6105.261700694802,2,2022,825,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
37.0,4.6,2.0,1.0,41,5.0,16901.690663165984,4,2022,1070,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28.0,5.0,1.0,0.0,29,10.0,1558.1193629487389,3,2022,685,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
21.0,4.6,2.0,1.0,15,15.0,1552.5722988574742,3,2022,620,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
24.0,4.6,2.0,1.0,34,5.0,13583.440059634135,3,2022,1140,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
37.0,4.9,1.0,0.0,20,15.0,11007.734763744616,3,2022,1375,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37.0,4.7,1.0,0.0,22,5.0,3105.131477545897,3,2022,650,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
39.0,5.0,0.0,3.0,46,5.0,20851.54468962371,4,2022,1120,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
29.0,4.0,2.0,1.0,40,10.0,16385.802266862793,4,2022,1245,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
32.0,4.8,0.0,1.0,35,10.0,10866.202682035913,3,2022,1075,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
38.0,4.8,0.0,1.0,37,10.0,19673.42287138596,2,2022,1335,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
32.0,4.4,2.0,1.0,31,10.0,9314.965469327513,4,2022,1055,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
38.0,4.9,1.0,1.0,28,5.0,1489.7806686912982,3,2022,525,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
21.0,4.9,1.0,1.0,26,15.0,9178.605957040862,4,2022,1245,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
27.0,4.4,0.0,1.0,40,5.0,6209.53271391644,3,2022,825,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
31.0,4.7,1.0,0.0,16,5.0,7772.253320446165,4,2022,1125,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.0,4.2,0.0,1.0,42,10.0,7790.109178658858,3,2022,1160,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
34.0,4.8,0.0,1.0,41,15.0,16852.572769450653,3,2022,1395,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21.0,4.7,1.0,0.0,18,15.0,4657.987774595948,3,2022,1280,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35.0,4.9,2.0,0.0,16,5.0,6232.373004507649,3,2022,910,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
27.0,4.5,0.0,1.0,44,15.0,12292.599798532463,3,2022,1090,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
23.0,4.7,1.0,1.0,25,5.0,10868.244074540835,3,2022,1245,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
39.0,4.2,1.0,1.0,45,10.0,13973.177561576551,3,2022,1165,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
23.0,4.8,2.0,1.0,28,10.0,9348.552276072713,3,2022,1240,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
37.0,4.9,0.0,2.0,46,10.0,16368.37625867042,2,2022,1125,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
23.0,4.9,1.0,1.0,30,15.0,1529.743511582863,3,2022,715,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
27.0,4.7,1.0,0.0,13,5.0,20442.92976252901,3,2022,1130,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
33.0,4.6,0.0,1.0,21,15.0,12464.329297636581,3,2022,1425,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
33.0,4.0,2.0,1.0,40,10.0,10428.102699087154,3,2022,1045,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
39.0,4.1,1.0,1.0,31,5.0,3018.2264849996013,3,2022,685,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32.0,4.8,1.0,1.0,29,10.0,6120.9385029238365,3,2022,890,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
23.0,4.6,0.0,0.0,32,10.0,4464.734973807575,2,2022,1290,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
31.0,4.0,2.0,1.0,33,5.0,9314.419797615272,3,2022,1245,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
29.0,4.0,2.0,1.0,33,5.0,10564.596934158217,3,2022,1230,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35.0,4.7,2.0,1.0,25,10.0,13990.536544120216,3,2022,1160,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
25.0,5.0,0.0,0.0,25,15.0,7646.414103068861,3,2022,1160,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30.0,4.5,0.0,1.0,28,5.0,10757.204708670502,4,2022,1375,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23.0,4.8,1.0,0.0,17,10.0,17297.86575291325,3,2022,1170,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
27.0,4.6,0.0,0.0,19,10.0,13216.215992463918,2,2022,1345,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
31.0,4.9,2.0,1.0,15,5.0,2930.2578007621214,2,2022,655,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25.0,5.0,0.0,1.0,26,15.0,7762.092914972186,4,2022,1075,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
24.0,5.0,2.0,0.0,21,10.0,4717.601092054723,2,2022,1200,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
23.0,4.6,2.0,1.0,24,10.0,9122.10553959038,3,2022,1130,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
22.0,4.7,1.0,0.0,16,10.0,17297.86575291325,3,2022,1365,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
37.0,4.9,2.0,1.0,29,5.0,2937.5685899810505,2,2022,700,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,4.6,1.0,1.0,11,10.0,3058.697313879674,4,2022,655,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
34.0,4.9,2.0,1.0,16,5.0,17073.62495419754,3,2022,1335,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
37.0,4.7,0.0,0.0,35,10.0,9056.004306816445,3,2022,1240,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
26.0,4.7,1.0,0.0,14,10.0,3018.66229202698,3,2022,530,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
31.0,4.1,2.0,0.0,40,15.0,12237.791615217147,3,2022,1125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29.0,4.9,1.0,0.0,10,10.0,4561.113588992223,3,2022,1435,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
37.0,4.6,2.0,0.0,38,10.0,13583.460272389506,3,2022,1110,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
33.0,4.7,1.0,1.0,28,15.0,12293.569688294703,4,2022,1390,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
25.0,4.8,0.0,0.0,16,15.0,3040.7893988053884,3,2022,575,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
38.0,4.3,0.0,0.0,36,5.0,9192.686206949302,3,2022,1120,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
23.0,4.6,2.0,1.0,16,5.0,11007.734763744616,3,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34.0,4.2,2.0,1.0,31,5.0,16383.856071848078,3,2022,1160,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
23.0,4.5,1.0,1.0,27,10.0,16634.890709262385,3,2022,1330,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
28.0,4.9,1.0,1.0,15,5.0,16853.61872985359,3,2022,1190,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
28.0,4.8,0.0,0.0,20,10.0,4469.15495926403,3,2022,1075,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,4.8,0.0,1.0,18,15.0,14152.80068944862,3,2022,1395,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
32.0,4.4,2.0,1.0,35,10.0,9314.88473286169,3,2022,1220,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
30.0,4.6,1.0,1.0,27,5.0,2233244.4860410695,2,2022,1285,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39.0,5.0,1.0,1.0,26,5.0,13392.793466306026,2,2022,1055,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
22.0,4.5,1.0,1.0,17,10.0,3073.677586371296,4,2022,505,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
21.0,5.0,2.0,0.0,21,10.0,13429.469386590874,2,2022,1140,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
39.0,4.7,1.0,1.0,27,15.0,1536.8334425195926,3,2022,500,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
24.0,4.9,2.0,0.0,24,15.0,4469.15495926403,4,2022,1195,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
25.0,4.9,1.0,0.0,27,5.0,12116.886186590971,3,2022,1140,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
32.0,4.9,2.0,1.0,30,5.0,20206.260324074305,3,2022,1360,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
27.0,4.9,1.0,1.0,12,10.0,4610.027010711368,3,2022,1365,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
35.0,5.0,2.0,1.0,16,5.0,6175.636261016932,2,2022,935,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
30.0,4.6,2.0,1.0,30,5.0,7790.489304769407,3,2022,1220,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
22.0,5.0,2.0,1.0,16,15.0,13681.590426854767,3,2022,1195,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
38.0,4.4,1.0,1.0,47,5.0,17076.61742698135,3,2022,1195,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
33.0,4.2,1.0,1.0,33,15.0,10906.412696832645,3,2022,1165,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
35.0,4.8,2.0,1.0,17,15.0,12233.151216488597,3,2022,1345,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
33.0,4.6,0.0,1.0,28,5.0,9326.827803405624,3,2022,1250,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
38.0,4.4,2.0,0.0,49,15.0,17074.806111801863,3,2022,1220,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30.0,4.9,1.0,1.0,30,15.0,4469.620875558295,3,2022,1165,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20.0,4.9,1.0,1.0,12,5.0,7762.394296687465,3,2022,1405,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
21.0,4.8,1.0,1.0,15,15.0,6119.692285951988,3,2022,810,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29.0,4.6,0.0,0.0,17,15.0,9191.51681625338,3,2022,1065,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
20.0,5.0,0.0,0.0,44,5.0,17165.522795529738,2,2022,1105,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31.0,4.6,2.0,1.0,27,5.0,9193.093962702913,3,2022,1300,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27.0,4.7,2.0,0.0,23,5.0,7790.172211356696,3,2022,1360,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
24.0,4.9,1.0,1.0,26,10.0,6208.8039599000895,3,2022,815,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29.0,4.0,0.0,0.0,25,5.0,7726.6619803582425,2,2022,1355,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
26.0,4.2,0.0,1.0,53,10.0,6050.406061658253,3,2022,800,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
27.0,4.6,1.0,1.0,25,15.0,12580.267822400963,2,2022,1100,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
31.0,4.9,2.0,1.0,30,15.0,7762.547474464109,3,2022,1135,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30.0,4.7,2.0,0.0,25,15.0,9313.347514768024,3,2022,1110,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,4.7,0.0,0.0,18,10.0,13682.048188061888,3,2022,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
39.0,3.5,0.0,1.0,34,10.0,16601.197594951627,3,2022,1370,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
30.0,4.9,2.0,1.0,18,10.0,7600.983953739401,3,2022,1420,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.0,5.0,2.0,1.0,32,15.0,13971.759900424742,3,2022,1070,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
31.0,4.8,1.0,0.0,19,5.0,4717.601092054723,2,2022,1405,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
25.0,4.5,0.0,0.0,21,10.0,7790.489304769407,3,2022,1240,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
39.0,4.7,0.0,0.0,23,5.0,4717.601092054723,3,2022,1105,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
39.0,4.7,2.0,0.0,19,10.0,1509.3844931452695,3,2022,620,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
21.0,4.8,0.0,1.0,23,10.0,17137.414711878984,3,2022,1405,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
33.0,4.7,2.0,1.0,32,15.0,5962.202685727718,3,2022,950,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25.0,4.8,1.0,0.0,25,10.0,16902.955539488972,3,2022,1300,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
24.0,4.7,1.0,0.0,13,10.0,6049.788909378549,3,2022,760,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
32.0,5.0,2.0,1.0,25,5.0,17297.86575291325,3,2022,1125,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
30.0,4.7,0.0,0.0,29,10.0,3104.8037105184194,3,2022,565,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
21.0,4.0,0.0,1.0,22,15.0,1552.7001159059903,3,2022,660,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
28.0,4.5,0.0,1.0,11,5.0,7448.363764234237,3,2022,1090,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,4.7,1.0,1.0,15,15.0,17137.93593144315,3,2022,1220,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
36.0,4.7,0.0,0.0,25,5.0,1532.1262845594088,4,2022,580,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
33.0,4.1,0.0,0.0,34,10.0,1536.7312329664098,3,2022,655,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
31.0,4.8,0.0,1.0,48,5.0,13766.192440641818,4,2022,1210,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30.0,5.0,2.0,0.0,21,10.0,19396.008631752735,2,2022,1070,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
21.0,4.7,0.0,0.0,14,10.0,6128.874096846483,3,2022,935,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
25.0,4.6,0.0,0.0,25,5.0,12074.056378231195,3,2022,1170,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
22.0,4.5,0.0,1.0,42,15.0,20442.92976252901,3,2022,1075,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
31.0,4.7,2.0,1.0,35,5.0,16598.66734050554,3,2022,1060,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
20.0,4.1,0.0,0.0,19,5.0,7659.687719505771,4,2022,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
36.0,4.9,2.0,1.0,22,15.0,8938.177476637757,3,2022,1130,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
37.0,4.1,2.0,2.0,38,15.0,1489.8285870179707,3,2022,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,4.3,0.0,0.0,33,10.0,3088.3603591494857,2,2022,625,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
23.0,4.8,2.0,0.0,10,10.0,12233.151216488597,3,2022,1360,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30.0,4.8,0.0,1.0,44,5.0,10587.113705075846,4,2022,1305,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
22.0,4.6,2.0,1.0,21,5.0,10707.675026486206,3,2022,1035,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
37.0,4.9,2.0,1.0,16,15.0,1536.8588631561618,3,2022,550,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
36.0,4.5,1.0,1.0,39,10.0,13786.698988713739,3,2022,1395,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
36.0,4.2,1.0,1.0,33,10.0,4610.365144357058,3,2022,1300,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
31.0,4.7,0.0,1.0,30,5.0,17074.283280249405,3,2022,1125,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,4.9,2.0,0.0,32,5.0,9122.100805601145,3,2022,1280,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
25.0,3.5,0.0,1.0,48,5.0,6058.853851669116,3,2022,735,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
32.0,4.7,1.0,1.0,26,15.0,19617.581275547633,3,2022,1295,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
35.0,5.0,0.0,1.0,34,10.0,7550.4399317340585,2,2022,1285,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
35.0,4.8,1.0,1.0,26,15.0,8937.919334801594,3,2022,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
35.0,3.8,1.0,1.0,43,15.0,20828.33744288784,2,2022,1290,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
38.0,4.6,2.0,1.0,26,5.0,10867.258681532136,3,2022,1380,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
24.0,4.7,0.0,0.0,24,15.0,19688.55300536449,4,2022,1345,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
36.0,4.8,0.0,1.0,28,5.0,12420.728618905603,3,2022,1100,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
30.0,4.8,1.0,1.0,17,5.0,12293.502674441414,3,2022,1105,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
31.0,4.4,0.0,1.0,27,15.0,1552.7578022548726,3,2022,600,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
29.0,3.8,0.0,1.0,43,10.0,4560.961191343599,3,2022,1195,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
39.0,4.9,0.0,1.0,32,15.0,20852.46594803466,3,2022,1110,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
32.0,4.8,0.0,1.0,47,15.0,13973.207156405251,3,2022,1175,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24.0,4.8,0.0,0.0,30,5.0,12241.187680095161,3,2022,1315,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
34.0,4.7,0.0,1.0,51,10.0,16600.96646627219,3,2022,1220,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39.0,3.0,0.0,1.0,31,10.0,20253.686746640913,3,2022,1390,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
35.0,4.3,2.0,1.0,33,15.0,7546.40142147466,3,2022,1180,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
25.0,5.0,2.0,0.0,23,10.0,19839.44816388071,2,2022,1410,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31.0,3.9,2.0,1.0,37,5.0,20178.267239099554,3,2022,1355,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
37.0,4.9,1.0,1.0,19,15.0,4596.477246826325,3,2022,1355,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
22.0,4.6,2.0,1.0,17,15.0,7862.668167410368,2,2022,1240,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
25.0,5.0,2.0,1.0,27,10.0,9192.881349038213,3,2022,1035,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,5.0,2.0,1.0,26,10.0,7448.937379729502,3,2022,1140,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
34.0,4.9,0.0,1.0,41,5.0,16901.65909457258,3,2022,1270,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
37.0,4.8,0.0,1.0,29,5.0,2979.626144829987,3,2022,660,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,4.8,0.0,1.0,20,5.0,8940.047176804277,3,2022,1140,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
28.0,4.9,2.0,1.0,30,15.0,4537.553114731602,3,2022,1165,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26.0,4.6,1.0,1.0,39,15.0,16903.75725452544,4,2022,1290,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32.0,4.9,0.0,1.0,26,10.0,6037.440799484659,3,2022,765,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
34.0,4.0,0.0,0.0,32,5.0,7772.253320446165,3,2022,1180,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
21.0,4.8,0.0,1.0,20,10.0,12464.367397048669,3,2022,1405,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
28.0,4.9,1.0,0.0,12,15.0,3058.950642133055,4,2022,595,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
32.0,4.2,1.0,1.0,31,10.0,16822.056546203214,3,2022,1040,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
36.0,4.6,1.0,0.0,25,5.0,7862.668167410368,3,2022,1285,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
36.0,4.8,2.0,2.0,35,15.0,10757.168277315146,3,2022,1290,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
21.0,4.9,0.0,1.0,43,5.0,20206.420943723733,4,2022,1090,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
31.0,4.1,0.0,1.0,25,15.0,7790.439155314363,3,2022,1345,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20.0,4.9,1.0,0.0,13,5.0,1509.4466586405106,3,2022,635,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
37.0,3.7,1.0,1.0,32,5.0,16721.288103917213,3,2022,1405,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38.0,4.6,1.0,1.0,22,10.0,13184.50630215938,2,2022,1050,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27.0,4.2,0.0,1.0,21,5.0,1536.8334425195926,3,2022,565,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
36.0,4.5,1.0,1.0,16,5.0,7651.068542725116,3,2022,1110,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
30.0,4.8,2.0,1.0,25,5.0,13184.49338209143,2,2022,1140,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,5.0,2.0,0.0,27,15.0,12580.267822400963,3,2022,1340,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26.0,5.0,0.0,1.0,26,5.0,13406.350345879244,3,2022,1280,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
30.0,4.7,1.0,1.0,24,5.0,10867.232952679457,4,2022,1045,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
22.0,4.8,0.0,1.0,23,15.0,6290.13467763468,3,2022,735,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39.0,4.6,1.0,1.0,48,5.0,19627.039347751204,2,2022,1270,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
20.0,4.6,2.0,0.0,29,15.0,6210.589610314177,3,2022,950,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
25.0,4.9,1.0,1.0,16,15.0,4609.743188391016,3,2022,1335,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36.0,4.1,0.0,1.0,31,10.0,3109.0585255903516,4,2022,700,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
27.0,4.1,2.0,0.0,36,15.0,16385.730104308022,4,2022,1065,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
