Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,Time_taken(min),Delivery_Distance (m),Ordered_time (mins)
30.0,4.8,Sunny,Jam ,2.0,1.0,No ,26,11007.734763744616,1215
28.0,4.6,Cloudy,Low ,1.0,1.0,No ,19,8937.527873529229,1335
21.0,4.9,Sunny,Medium ,1.0,1.0,No ,19,4395.007361329002,1135
31.0,4.6,Sunny,Jam ,2.0,0.0,No ,18,17076.407856166537,1220
32.0,4.8,Windy,Medium ,1.0,1.0,No ,21,16851.738065958605,1080
20.0,5.0,Sandstorms,Medium ,1.0,1.0,No ,27,6209.7354338420755,980
28.0,4.6,Cloudy,Jam ,0.0,2.0,Yes ,48,17073.813051007524,1275
35.0,4.8,Sunny,Low ,1.0,1.0,No ,19,4674.181485440602,1375
30.0,4.6,Fog,Medium ,2.0,0.0,No ,43,10866.360907886408,1125
38.0,4.7,Fog,Medium ,0.0,0.0,No ,47,20206.260324074305,1075
25.0,4.9,Cloudy,Low ,1.0,0.0,No ,15,7763.485791200292,0
36.0,4.9,Sunny,Medium ,1.0,0.0,No ,19,9157.71032959411,1090
38.0,4.2,Windy,Low ,0.0,1.0,No ,20,7790.160607220382,1415
30.0,4.3,Stormy,Low ,0.0,1.0,No ,30,3105.091522701049,640
31.0,5.0,Sunny,Medium ,2.0,1.0,No ,16,8937.863682516157,1045
38.0,4.9,Cloudy,Medium ,0.0,1.0,No ,43,17137.407700371954,1075
30.0,4.4,Fog,Jam ,1.0,2.0,No ,39,4610.367445745056,1155
26.0,4.9,Stormy,Jam ,1.0,1.0,No ,29,14021.726512881596,1240
23.0,4.8,Fog,Jam ,2.0,0.0,No ,23,9220.373067021215,1240
20.0,4.9,Fog,Medium ,0.0,2.0,No ,35,10279.08705554764,1060
34.0,4.8,Sunny,Jam ,0.0,0.0,No ,21,9121.499067661924,1305
33.0,4.7,Stormy,Low ,2.0,0.0,No ,19,12073.402311815224,1365
27.0,4.6,Cloudy,Jam ,0.0,1.0,No ,40,16720.605641529575,1225
38.0,4.8,Fog,Jam ,2.0,0.0,No ,37,13829.019124454268,1305
31.0,4.1,Windy,Low ,0.0,1.0,No ,22,4663.310851898783,1435
33.0,4.3,Stormy,Medium ,0.0,0.0,No ,38,13829.314445199354,1120
23.0,4.8,Sunny,High ,2.0,0.0,No ,14,6232.180611484166,780
32.0,4.0,Stormy,Jam ,2.0,1.0,No ,31,7325.279665908346,1240
35.0,4.6,Sandstorms,Low ,1.0,1.0,No ,27,4663.31041671685,1350
27.0,4.9,Sandstorms,Low ,0.0,0.0,No ,18,20253.04812543042,1430
32.0,4.8,Windy,Medium ,1.0,1.0,No ,30,4663.419307399213,1110
28.0,4.6,Sunny,Low ,0.0,0.0,No ,17,2930.2578007621214,615
30.0,4.9,Fog,Low ,0.0,1.0,No ,23,4663.438748149055,1330
22.0,4.5,Windy,High ,1.0,1.0,No ,11,6050.486021641427,755
29.0,4.9,Sandstorms,Jam ,1.0,1.0,No ,20,20442.92976252901,1250
32.0,4.0,Sandstorms,Medium ,0.0,2.0,No ,39,4610.339345524684,1105
35.0,4.7,Windy,Medium ,1.0,0.0,No ,20,12073.397681482606,1075
35.0,4.3,Sandstorms,Medium ,2.0,1.0,No ,31,20180.811280904207,1060
34.0,4.3,Stormy,Jam ,2.0,0.0,No ,34,9313.614929815012,1195
29.0,4.6,Fog,Jam ,2.0,1.0,No ,44,13611.544388190576,1185
30.0,4.2,Cloudy,Jam ,2.0,0.0,No ,39,12106.510955547905,1210
35.0,4.8,Sandstorms,Low ,1.0,1.0,No ,23,8953.205389498695,1405
32.0,4.0,Windy,Jam ,0.0,0.0,No ,37,7647.092834675519,1190
33.0,4.7,Stormy,Medium ,2.0,0.0,No ,28,6210.045163136143,975
20.0,4.6,Windy,Medium ,2.0,1.0,No ,25,7683.765443180288,1105
21.0,4.5,Windy,Medium ,2.0,1.0,No ,24,4663.31041671685,1060
39.0,4.8,Sandstorms,Low ,1.0,1.0,No ,20,7646.049300624547,1420
31.0,4.2,Fog,Low ,0.0,2.0,No ,38,12580.267822400963,1360
23.0,4.7,Sunny,Low ,1.0,0.0,No ,24,1489.829154062434,495
37.0,4.8,Sunny,Medium ,0.0,1.0,No ,24,7790.156595702849,1055
26.0,4.9,Sandstorms,Jam ,2.0,1.0,No ,15,13611.428630407849,1235
34.0,4.8,Windy,Low ,2.0,1.0,No ,26,7601.80033473793,1400
23.0,4.1,Windy,Low ,0.0,0.0,No ,18,4610.471743046499,1370
20.0,4.5,Cloudy,Low ,1.0,0.0,No ,16,1552.4171512659316,655
27.0,4.9,Cloudy,Low ,0.0,1.0,No ,23,4657.651549280329,1365
39.0,4.3,Cloudy,Jam ,1.0,2.0,No ,38,19976.644021152853,1290
21.0,4.9,Cloudy,Low ,1.0,0.0,No ,16,1536.8420882548778,625
20.0,5.0,Stormy,Jam ,2.0,0.0,No ,18,10704.161271430334,1290
29.0,4.7,Windy,Low ,2.0,0.0,No ,13,9192.703790075944,1340
39.0,4.7,Fog,Low ,1.0,0.0,No ,27,16984.195923010833,1370
30.0,4.6,Stormy,Jam ,0.0,2.0,No ,46,16153.774202105296,1285
39.0,5.0,Stormy,High ,0.0,1.0,No ,32,1554.5085595195042,690
27.0,4.8,Stormy,Medium ,2.0,1.0,No ,19,10864.870498856766,1090
25.0,4.3,Cloudy,Jam ,2.0,1.0,No ,40,19359.307695550993,1220
37.0,4.6,Stormy,Low ,1.0,1.0,No ,16,10602.45939514964,1405
32.0,4.9,Cloudy,Jam ,0.0,2.0,No ,52,19658.828717454107,1310
26.0,4.7,Cloudy,Low ,0.0,0.0,No ,21,12116.848260956729,0
24.0,4.5,Sandstorms,High ,2.0,0.0,No ,18,1509.3844931452695,700
27.0,4.8,Fog,Low ,1.0,0.0,No ,27,19890.503583967205,1365
30.0,4.6,Windy,Jam ,2.0,2.0,No ,32,7661.01794664148,1155
28.0,4.9,Stormy,Low ,1.0,0.0,No ,15,3104.6863669122663,625
39.0,4.3,Stormy,Jam ,1.0,0.0,No ,34,9059.859285712853,1305
20.0,4.9,Sandstorms,Medium ,0.0,1.0,No ,28,11007.734763744616,1030
26.0,4.7,Sandstorms,Medium ,0.0,0.0,No ,11,6049.765396707469,935
39.0,4.7,Sunny,Low ,0.0,1.0,No ,20,1558.13398149798,595
27.0,4.6,Sandstorms,Jam ,1.0,1.0,No ,26,7772.220444452982,1270
22.0,4.6,Fog,Low ,0.0,1.0,No ,24,13405.500819756533,1335
31.0,4.6,Fog,High ,0.0,1.0,No ,33,6116.9273218990575,835
29.0,4.9,Cloudy,Low ,2.0,0.0,No ,11,3059.4028768209837,540
21.0,4.8,Fog,High ,1.0,1.0,No ,30,6058.84411746293,880
39.0,4.5,Stormy,Low ,1.0,0.0,No ,26,2930.3382895478235,590
35.0,4.2,Fog,Low ,0.0,0.0,No ,37,13611.17180523985,1380
20.0,5.0,Sunny,Jam ,2.0,1.0,No ,17,7803.382235349474,1175
31.0,5.0,Sandstorms,Jam ,2.0,1.0,No ,25,16722.118375773258,1240
31.0,4.6,Stormy,Jam ,2.0,0.0,No ,26,10724.430107278944,1260
25.0,4.9,Sandstorms,Medium ,1.0,1.0,No ,25,9177.805335295872,1040
22.0,4.9,Windy,Low ,2.0,0.0,No ,19,3040.697853651633,630
31.0,4.9,Sandstorms,Low ,1.0,1.0,No ,26,16827.472773146095,1395
36.0,4.9,Stormy,Low ,1.0,1.0,No ,27,19889.97830374344,0
30.0,4.6,Stormy,Jam ,0.0,3.0,Yes ,52,13428.916734966735,1165
29.0,4.7,Fog,Low ,0.0,1.0,No ,20,13429.04756962147,1405
28.0,4.8,Sunny,Jam ,2.0,1.0,No ,22,12209.87539906126,1315
22.0,4.9,Windy,Jam ,0.0,1.0,No ,37,4656.788095044164,1180
32.0,4.6,Sunny,Medium ,1.0,1.0,No ,17,4663.344843093785,1080
33.0,4.9,Stormy,Low ,2.0,1.0,No ,22,7761.735387691425,1390
32.0,4.4,Sunny,Jam ,0.0,0.0,No ,40,12416.87169160696,1155
26.0,4.7,Fog,Low ,0.0,1.0,No ,17,3105.095437473336,560
30.0,4.9,Cloudy,Low ,1.0,0.0,No ,16,1572.533729286321,640
20.0,4.9,Fog,Jam ,1.0,1.0,No ,33,17098.19699771769,1305
30.0,4.9,Cloudy,High ,2.0,1.0,No ,29,3105.1455399287056,710
37.0,5.0,Fog,Jam ,1.0,1.0,No ,39,4656.902198106395,1320
25.0,4.9,Fog,Jam ,0.0,1.0,Yes ,42,14022.321513257348,1160
20.0,4.5,Cloudy,Medium ,0.0,1.0,No ,36,10867.421265092351,1140
24.0,4.1,Windy,Low ,0.0,1.0,No ,19,7772.096240718493,1375
37.0,4.3,Windy,Low ,0.0,1.0,No ,24,1554.5143821869628,655
36.0,4.7,Cloudy,Medium ,2.0,1.0,No ,19,7441.086731738385,1115
38.0,5.0,Cloudy,Jam ,2.0,1.0,No ,29,9056.672984546829,1220
37.0,4.9,Fog,Low ,1.0,1.0,No ,25,17073.02628964209,1340
20.0,4.8,Windy,Medium ,0.0,1.0,No ,26,16900.61622615426,1060
33.0,4.9,Stormy,Jam ,0.0,0.0,No ,46,14152.80068944862,1175
31.0,4.7,Cloudy,Medium ,2.0,1.0,No ,15,4610.621612645187,1045
23.0,4.9,Cloudy,High ,1.0,1.0,No ,27,6105.221374384473,815
27.0,4.8,Fog,Medium ,1.0,0.0,No ,16,6081.387490813416,1000
29.0,4.6,Fog,Jam ,1.0,1.0,No ,33,13620.429458669872,1165
32.0,4.6,Stormy,Low ,1.0,1.0,No ,27,1552.3182877499084,650
29.0,4.7,Sandstorms,Jam ,0.0,1.0,No ,26,4528.164580408178,1180
26.0,4.9,Stormy,Medium ,2.0,0.0,No ,24,12162.424445777306,1115
28.0,4.3,Stormy,Jam ,0.0,1.0,No ,32,10705.559922396555,1220
35.0,4.1,Sandstorms,Jam ,1.0,1.0,No ,39,10867.285240714487,1150
35.0,4.1,Fog,Low ,0.0,1.0,Yes ,43,13406.355455305591,1435
37.0,4.2,Windy,Medium ,1.0,1.0,No ,34,19675.03658027405,1060
29.0,5.0,Sunny,Medium ,0.0,0.0,No ,26,10868.2628201097,1065
37.0,4.3,Stormy,High ,1.0,1.0,No ,31,1552.782129548267,715
25.0,5.0,Sandstorms,Jam ,2.0,0.0,No ,23,11983.4878328731,1225
26.0,4.9,Fog,Jam ,0.0,1.0,No ,48,13971.91478756942,1180
39.0,4.6,Sandstorms,Medium ,1.0,0.0,No ,30,6117.673772819904,955
25.0,4.9,Sunny,Low ,1.0,1.0,No ,25,11007.734763744616,1425
24.0,4.6,Fog,Medium ,1.0,1.0,No ,19,7601.614738321588,1115
30.0,4.5,Windy,Jam ,1.0,1.0,No ,38,10755.502959621499,1250
25.0,4.9,Fog,Medium ,2.0,0.0,No ,11,7562.817690072299,1095
27.0,4.5,Sandstorms,Medium ,2.0,1.0,No ,28,7563.7590019703775,1055
23.0,4.7,Stormy,Medium ,0.0,0.0,No ,15,4596.336792438924,1050
31.0,4.7,Sunny,Jam ,2.0,0.0,No ,27,13989.695713800396,1310
32.0,4.0,Stormy,Medium ,0.0,1.0,No ,38,14021.75080337712,1140
21.0,4.6,Fog,Medium ,1.0,0.0,No ,12,4610.621612645187,1095
38.0,4.3,Stormy,Jam ,2.0,1.0,No ,31,20287.56188229029,1230
22.0,4.8,Sandstorms,Jam ,1.0,1.0,No ,19,16636.875038860897,1180
34.0,5.0,Windy,Jam ,0.0,1.0,No ,46,11718.719558712597,1160
30.0,4.8,Stormy,Low ,1.0,0.0,No ,23,3073.462803868858,495
34.0,4.3,Fog,Jam ,2.0,1.0,No ,41,20442.92976252901,1280
22.0,4.5,Sunny,Medium ,1.0,0.0,No ,16,16635.62921867812,1055
28.0,4.5,Fog,Medium ,0.0,1.0,No ,37,12162.115707005645,1125
33.0,4.8,Cloudy,High ,1.0,0.0,No ,35,1554.5063790428728,710
31.0,4.7,Cloudy,Low ,2.0,1.0,No ,27,10865.06573821594,1390
23.0,4.7,Stormy,Medium ,0.0,1.0,No ,13,6147.404652636645,955
38.0,4.2,Cloudy,Jam ,2.0,1.0,No ,39,10881.197531246407,1245
33.0,4.7,Windy,Low ,1.0,1.0,No ,19,10707.006464770937,1355
28.0,4.9,Fog,Jam ,0.0,0.0,No ,44,10868.244074540835,1315
36.0,4.5,Sunny,Medium ,1.0,1.0,No ,15,9121.499067661924,1065
21.0,4.6,Stormy,Jam ,1.0,0.0,No ,20,7601.87661711599,1290
22.0,4.9,Fog,Medium ,0.0,0.0,No ,25,4656.945385949461,1075
28.0,4.3,Windy,Low ,0.0,1.0,No ,29,9121.089774937569,1335
23.0,4.3,Cloudy,Jam ,1.0,1.0,No ,34,10642.018863256986,1210
37.0,4.8,Sunny,Jam ,2.0,0.0,No ,18,9363.281285466348,1250
29.0,4.6,Fog,Jam ,0.0,1.0,No ,36,10586.888296813117,1185
20.0,4.9,Fog,Low ,0.0,1.0,No ,16,9087.965501261484,1405
22.0,4.7,Sunny,Jam ,2.0,1.0,No ,24,19974.363119323214,1255
22.0,5.0,Fog,Low ,0.0,1.0,No ,24,1554.6198107736939,610
22.0,4.8,Stormy,Medium ,1.0,1.0,No ,15,13407.033668284814,1110
34.0,4.4,Stormy,Low ,0.0,0.0,No ,21,3108.983787513406,590
32.0,4.6,Windy,Medium ,0.0,2.0,No ,47,20848.074005447354,1130
22.0,4.8,Fog,Jam ,1.0,1.0,No ,32,7601.027931404884,1220
27.0,4.6,Sandstorms,Jam ,2.0,1.0,No ,27,10867.285240714487,1165
21.0,4.8,Fog,Low ,1.0,1.0,No ,24,10757.499697083244,1390
34.0,4.7,Sunny,High ,1.0,1.0,No ,22,6118.471180690497,885
38.0,4.0,Cloudy,Jam ,1.0,1.0,No ,49,20179.00385808542,1165
24.0,4.5,Sunny,Low ,0.0,0.0,No ,14,3018.71690507141,580
20.0,4.8,Stormy,Medium ,0.0,0.0,No ,20,20287.264795753716,1090
30.0,5.0,Sunny,Jam ,1.0,1.0,No ,15,9122.108408658214,1170
36.0,4.9,Cloudy,Jam ,0.0,2.0,No ,54,10725.034637880957,1295
29.0,4.4,Fog,High ,2.0,1.0,No ,31,3040.81604085675,690
25.0,4.9,Sandstorms,High ,1.0,1.0,No ,25,1489.9271643865588,715
33.0,4.1,Sandstorms,Low ,0.0,0.0,No ,20,9314.044064891696,1330
38.0,4.9,Stormy,Jam ,2.0,1.0,No ,30,14022.096082518878,1275
34.0,4.8,Sandstorms,Medium ,2.0,1.0,No ,29,13631.29313218813,1075
22.0,4.8,Windy,Jam ,1.0,1.0,No ,16,10586.824027282613,1165
22.0,4.2,Windy,Low ,0.0,1.0,No ,23,3073.3972976360437,610
22.0,5.0,Sunny,Jam ,2.0,0.0,No ,17,4476.679400517645,1200
25.0,4.9,Sandstorms,Low ,1.0,1.0,No ,16,9435.201537430714,1415
29.0,4.7,Stormy,Jam ,1.0,0.0,No ,13,9055.4769335006,1155
27.0,4.9,Sunny,Low ,2.0,0.0,No ,21,1489.7806686912982,565
35.0,4.8,Sunny,Low ,0.0,0.0,No ,24,1572.533729286321,515
24.0,4.8,Sandstorms,Low ,1.0,0.0,No ,17,19619.011975960573,1365
24.0,5.0,Windy,Jam ,0.0,0.0,No ,29,13622.067322393534,1305
29.0,4.5,Cloudy,Low ,2.0,0.0,No ,14,1514.7814055665174,565
30.0,4.8,Sandstorms,Jam ,0.0,2.0,No ,40,17097.651549864546,1235
26.0,4.9,Fog,Low ,1.0,0.0,No ,19,3104.605953841284,540
38.0,4.0,Sandstorms,Jam ,0.0,2.0,No ,40,19394.555235256965,1270
21.0,4.6,Sunny,Low ,0.0,1.0,No ,10,2984.598378443473,555
38.0,4.7,Fog,Low ,0.0,1.0,No ,38,10723.989806656367,1435
37.0,4.6,Sunny,Jam ,0.0,0.0,No ,25,9087.937068015972,1320
33.0,4.6,Fog,Medium ,1.0,1.0,No ,43,13829.931792649826,1090
23.0,5.0,Windy,Jam ,2.0,0.0,No ,25,10707.006464770937,1160
21.0,4.8,Sandstorms,Low ,2.0,1.0,No ,12,19976.644021152853,1405
22.0,4.6,Cloudy,Jam ,0.0,1.0,No ,24,4596.317855297838,1210
28.0,4.3,Stormy,Low ,0.0,1.0,No ,15,1543.962384290521,635
27.0,4.6,Fog,Jam ,0.0,2.0,Yes ,44,10880.364286277221,1195
22.0,4.8,Sandstorms,Jam ,1.0,1.0,No ,24,10867.285240714487,1270
31.0,4.8,Cloudy,Low ,2.0,1.0,No ,17,4464.766878776639,1400
20.0,4.8,Windy,Medium ,0.0,1.0,No ,20,6232.1528006687495,910
22.0,4.8,Windy,High ,2.0,0.0,No ,19,2979.5028505764944,715
25.0,4.8,Sunny,Jam ,1.0,0.0,No ,15,13184.91228608386,1310
37.0,4.8,Stormy,Medium ,1.0,1.0,No ,29,9313.021564639981,1080
39.0,4.4,Stormy,Medium ,0.0,1.0,No ,34,4717.601092054723,1060
21.0,4.7,Cloudy,Jam ,1.0,0.0,No ,24,7762.510040102141,1280
20.0,4.6,Windy,High ,0.0,1.0,No ,26,3040.5372416448645,700
21.0,4.7,Sandstorms,High ,0.0,0.0,No ,15,3145.067434621583,710
26.0,4.7,Stormy,Jam ,2.0,1.0,No ,16,14022.136830289477,1300
30.0,5.0,Stormy,Low ,2.0,1.0,No ,15,14022.096082518878,1340
29.0,4.3,Sandstorms,Low ,0.0,1.0,No ,28,2984.522628644569,615
30.0,4.6,Cloudy,High ,2.0,1.0,No ,31,1552.331352726081,710
22.0,4.8,Fog,Low ,0.0,1.0,No ,15,1526.3969120394308,630
24.0,4.9,Sandstorms,Medium ,0.0,0.0,No ,22,10880.951367269885,1135
29.0,4.8,Windy,Jam ,2.0,1.0,No ,18,9122.10553959038,1220
21.0,4.7,Windy,High ,1.0,0.0,No ,19,6036.610249816451,735
27.0,5.0,Stormy,Low ,0.0,1.0,No ,22,14021.812013196106,1335
34.0,3.8,Windy,Jam ,2.0,1.0,No ,34,13622.089917049729,1190
23.0,5.0,Sandstorms,Jam ,0.0,1.0,No ,20,7763.504337468627,1180
23.0,4.6,Fog,High ,0.0,1.0,No ,22,6037.557938329102,745
31.0,5.0,Stormy,Low ,1.0,0.0,No ,24,9219.878421275038,1395
35.0,4.7,Sandstorms,Jam ,1.0,0.0,No ,32,7803.221931045019,1275
31.0,4.4,Stormy,Medium ,0.0,1.0,No ,33,7601.8702825474775,1125
35.0,4.6,Fog,Low ,1.0,1.0,No ,16,1554.6198107736939,600
32.0,5.0,Stormy,Jam ,2.0,1.0,No ,27,9087.720328091445,1150
39.0,4.5,Stormy,Low ,0.0,1.0,No ,20,9326.940869812142,1415
32.0,5.0,Sunny,Jam ,2.0,0.0,No ,21,7660.840811905797,1230
20.0,4.8,Fog,Medium ,1.0,0.0,No ,16,7450.28584594647,1120
22.0,4.5,Cloudy,Low ,1.0,1.0,No ,13,4610.405794808594,1335
30.0,4.5,Sandstorms,Low ,2.0,1.0,No ,28,3064.009455509421,635
38.0,4.6,Sunny,Low ,0.0,1.0,No ,26,1514.7885720051272,580
29.0,4.9,Stormy,Medium ,1.0,1.0,No ,27,7862.668167410368,1100
39.0,4.8,Sunny,Low ,1.0,0.0,No ,17,7761.768725951355,1345
33.0,4.4,Cloudy,Low ,2.0,2.0,No ,39,17076.407856166537,1390
22.0,4.1,Sunny,Jam ,0.0,1.0,No ,33,10866.261860714014,1235
27.0,5.0,Stormy,Jam ,1.0,1.0,No ,22,17166.40850464401,1320
24.0,4.8,Cloudy,Medium ,0.0,1.0,No ,42,11007.734763744616,1050
26.0,4.0,Fog,Jam ,2.0,0.0,No ,32,10641.40776322114,1150
24.0,4.5,Stormy,Low ,1.0,0.0,No ,17,3018.8687420087144,575
38.0,4.6,Windy,Low ,1.0,1.0,No ,20,10881.43182310278,1425
30.0,4.7,Sunny,Jam ,2.0,1.0,No ,22,10280.009835772024,1175
20.0,4.8,Sunny,Medium ,2.0,1.0,No ,15,4596.951629499114,1095
33.0,4.9,Cloudy,Jam ,2.0,1.0,No ,49,16721.41633133003,1210
22.0,4.0,Fog,Jam ,2.0,1.0,No ,32,9263.6034122361,1170
35.0,4.1,Stormy,Low ,0.0,0.0,No ,22,1490.1739564930153,580
24.0,4.8,Stormy,High ,2.0,0.0,No ,26,6209.089325963786,835
38.0,3.6,Sandstorms,Medium ,1.0,1.0,No ,35,20852.27883430363,1030
22.0,4.9,Windy,Medium ,2.0,1.0,No ,26,11916.67929885388,1035
20.0,4.8,Sandstorms,Jam ,1.0,0.0,No ,21,13216.215992463918,1270
26.0,4.9,Stormy,Medium ,1.0,1.0,No ,26,6146.96715193389,945
38.0,4.8,Sandstorms,Low ,2.0,1.0,No ,21,1572.533729286321,620
25.0,4.2,Windy,Low ,0.0,1.0,No ,18,3105.3555451188636,530
24.0,4.6,Sunny,Medium ,1.0,1.0,No ,17,4596.926091184748,1070
26.0,4.9,Sunny,Medium ,0.0,1.0,No ,27,10756.16590745359,1100
26.0,4.9,Stormy,Low ,2.0,1.0,No ,19,12233.23999505325,1370
27.0,4.7,Sandstorms,Jam ,1.0,1.0,No ,15,7546.781220484459,1270
26.0,5.0,Windy,Low ,2.0,1.0,No ,14,3073.202406261182,515
39.0,5.0,Stormy,High ,0.0,2.0,No ,43,6146.63364596065,875
36.0,4.0,Sandstorms,Jam ,0.0,1.0,No ,39,7546.670729116101,1180
32.0,4.7,Sunny,Low ,2.0,0.0,No ,27,17297.86575291325,1380
35.0,5.0,Cloudy,Jam ,0.0,1.0,Yes ,40,13989.532967705536,1220
25.0,4.5,Stormy,High ,1.0,1.0,No ,29,3104.6320933512375,690
27.0,3.3,Sunny,Low ,2.0,1.0,No ,39,20070.963243244914,1335
29.0,4.6,Stormy,Low ,0.0,0.0,No ,16,20851.862908260977,1425
37.0,4.6,Windy,Jam ,0.0,1.0,No ,34,4682.0319502057455,1185
22.0,4.6,Sandstorms,Low ,2.0,0.0,No ,14,1572.533729286321,525
26.0,4.9,Windy,Jam ,2.0,0.0,No ,26,10642.01906419996,1275
30.0,4.6,Cloudy,High ,0.0,1.0,No ,26,3116.2385581768867,680
30.0,4.8,Sandstorms,Low ,1.0,1.0,No ,21,12419.572625827144,1430
26.0,4.5,Sandstorms,Low ,2.0,1.0,No ,16,9121.350389794663,1435
30.0,4.7,Stormy,Low ,2.0,0.0,No ,19,10881.463659821871,1410
37.0,4.6,Fog,Medium ,2.0,1.0,No ,17,5959.019072169318,990
29.0,4.3,Sandstorms,High ,0.0,1.0,No ,36,1509.1393275325463,675
39.0,4.6,Sandstorms,Medium ,1.0,0.0,No ,25,6290.13467763468,955
21.0,4.7,Cloudy,Low ,2.0,0.0,No ,22,10255.054073729376,1405
31.0,4.8,Stormy,Jam ,0.0,2.0,No ,46,7761.284984440735,1315
39.0,4.9,Stormy,Jam ,2.0,1.0,No ,29,17077.992872162038,1150
23.0,4.0,Windy,Low ,0.0,1.0,No ,16,7790.336733567704,1400
28.0,5.0,Stormy,Jam ,1.0,0.0,No ,25,9313.528459380548,1180
22.0,4.9,Windy,Medium ,1.0,1.0,No ,21,19673.499764474942,1065
34.0,4.0,Sandstorms,Low ,0.0,1.0,No ,27,3121.0915394714502,580
26.0,4.4,Stormy,Jam ,0.0,1.0,No ,34,12209.907712718546,1220
24.0,4.7,Sandstorms,Jam ,0.0,0.0,No ,30,7601.87661711599,1255
22.0,4.6,Fog,Medium ,2.0,1.0,No ,28,11007.734763744616,1140
32.0,4.3,Windy,Jam ,0.0,2.0,No ,42,10905.970180191665,1215
32.0,4.7,Stormy,High ,1.0,1.0,No ,32,6242.010014712012,850
28.0,4.8,Sandstorms,Medium ,2.0,1.0,No ,19,20851.557402660557,1140
26.0,4.2,Sandstorms,Jam ,0.0,1.0,Yes ,39,20182.728669258126,1320
34.0,4.1,Sandstorms,Low ,0.0,0.0,No ,21,3145.067434621583,650
33.0,4.8,Windy,High ,0.0,1.0,No ,45,1532.2206834602052,700
39.0,4.9,Stormy,Low ,0.0,1.0,No ,20,17137.414711878984,1335
25.0,4.7,Sunny,Medium ,1.0,1.0,No ,11,13989.532157306374,1140
25.0,4.9,Sandstorms,Jam ,2.0,1.0,No ,14,4657.5909554297805,1320
22.0,5.0,Sandstorms,Low ,2.0,1.0,No ,19,3104.571866545178,560
27.0,4.6,Cloudy,High ,1.0,1.0,No ,29,2937.737756301686,705
31.0,4.7,Cloudy,Low ,2.0,1.0,No ,29,12098.699936279858,1390
30.0,4.9,Windy,Low ,2.0,1.0,No ,21,1514.7885720051272,570
32.0,4.9,Stormy,Low ,1.0,1.0,No ,23,1554.5063790428728,490
37.0,4.9,Sunny,Jam ,0.0,0.0,No ,23,4544.2323569310765,1290
38.0,5.0,Stormy,Low ,1.0,1.0,No ,27,1520.455689583788,570
35.0,4.9,Cloudy,Low ,0.0,1.0,No ,41,17098.467518755893,1340
30.0,4.6,Fog,Low ,0.0,1.0,No ,24,1489.8285870179707,615
29.0,4.8,Cloudy,Medium ,0.0,0.0,No ,25,7862.668167410368,1035
26.0,4.8,Windy,High ,2.0,1.0,No ,12,2979.633300639129,680
24.0,4.8,Stormy,Low ,1.0,1.0,No ,15,19471.424915064745,1350
36.0,4.7,Cloudy,Jam ,0.0,1.0,No ,26,9075.352487619899,1210
36.0,4.1,Stormy,Medium ,2.0,1.0,No ,34,13612.451541411558,1065
31.0,5.0,Fog,Jam ,1.0,0.0,No ,29,9079.930407559079,1255
36.0,4.0,Windy,Jam ,2.0,1.0,No ,31,4656.607046012821,1275
33.0,4.7,Fog,Low ,2.0,0.0,No ,15,3105.3555451188636,525
20.0,4.7,Windy,Low ,1.0,1.0,No ,19,3105.268883133742,660
37.0,4.9,Sandstorms,Low ,2.0,0.0,No ,15,16720.76404537099,1370
29.0,4.9,Windy,Jam ,1.0,1.0,No ,20,16388.478196037882,1255
29.0,4.8,Fog,Medium ,2.0,1.0,No ,18,6049.956259946466,940
39.0,4.6,Sunny,Jam ,1.0,0.0,No ,24,19364.27479298585,1250
29.0,5.0,Sandstorms,Medium ,1.0,0.0,No ,25,4589.1245712572445,1030
23.0,4.6,Windy,Medium ,2.0,1.0,No ,18,13760.880474936113,1110
28.0,4.7,Fog,Jam ,1.0,1.0,No ,30,17072.871906399556,1320
38.0,4.1,Sandstorms,Jam ,1.0,1.0,No ,42,12100.157238168938,1300
32.0,4.7,Windy,Medium ,0.0,1.0,No ,49,10756.16590745359,1125
38.0,4.2,Sandstorms,Medium ,0.0,1.0,Yes ,46,12293.78731203682,1090
24.0,4.8,Cloudy,Medium ,2.0,1.0,No ,15,7660.957436559021,1055
26.0,4.6,Stormy,Low ,1.0,1.0,No ,18,1532.4173514302288,525
26.0,5.0,Sunny,Jam ,2.0,0.0,No ,23,10641.057010178418,1190
35.0,4.4,Windy,Jam ,1.0,1.0,No ,31,12074.39552568561,1165
24.0,5.0,Fog,High ,2.0,1.0,No ,26,6217.824017922212,780
38.0,4.6,Cloudy,Medium ,1.0,0.0,No ,17,6217.860689144307,935
26.0,4.5,Stormy,Jam ,2.0,0.0,No ,16,20442.92976252901,1305
23.0,4.6,Sunny,Medium ,2.0,0.0,No ,15,12434.913132379244,1065
32.0,4.9,Sunny,Low ,1.0,1.0,No ,14,1558.077255933035,510
23.0,4.7,Sunny,Jam ,2.0,0.0,No ,12,9435.201537430714,1180
24.0,4.5,Windy,Jam ,2.0,1.0,No ,26,12073.616371381317,1180
33.0,4.8,Windy,Medium ,0.0,1.0,No ,30,6050.438648835731,995
34.0,4.3,Stormy,Medium ,0.0,1.0,No ,44,13970.632221184007,1075
33.0,4.5,Cloudy,Low ,2.0,0.0,No ,26,19839.642357285014,1425
